source_record_id,platform_name,country_of_origin,manufacturer,domain,category,status,photo_url,photo_page_url,photo_license,photo_status,source_dataset,source_url,source_date,verification_level,aliases,model_code,design_organisation,class_mark,airframe_type,mtow_kg,endurance_min,endurance_h,range_km,max_speed_kmh,payload_kg,wingspan_m,length_m,notes
SRC-0015,Anduril Ghost / Ghost-X,United States,,Military,VTOL tactical UAS,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / autonomy
SRC-0016,Bayraktar TB2,Türkiye,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / precision strike
SRC-0017,Bayraktar TB3,Türkiye,,Military,Ship-capable MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Naval ISR / strike
SRC-0018,Bayraktar Akinci,Türkiye,,Military,Heavy HALE/MALE UCAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / heavy strike
SRC-0019,Bayraktar Kizilelma,Türkiye,,Military,Jet UCAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Collaborative / strike
SRC-0020,TAI Anka,Türkiye,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0021,TAI Aksungur,Türkiye,,Military,Twin-engine MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike / maritime
SRC-0022,TAI Anka-3,Türkiye,,Military,Flying-wing UCAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Low-observable strike
SRC-0023,STM Kargu,Türkiye,,Military,Rotary-wing loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Tactical strike
SRC-0024,STM Alpagu,Türkiye,,Military,Fixed-wing loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Tactical strike
SRC-0025,Heron 1,Israel,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0026,Heron TP / Eitan,Israel,,Military,HALE/MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Strategic ISR / strike capable
SRC-0027,Hermes 450,Israel,,Military,Tactical/MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0028,Hermes 900,Israel,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / maritime
SRC-0029,Searcher Mk II,Israel,,Military,Tactical fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0030,Harop,Israel,,Military,Loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,SEAD / precision strike
SRC-0031,Harpy,Israel,,Military,Loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Anti-radiation
SRC-0032,SkyStriker,Israel,,Military,Loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Precision strike
SRC-0033,Wing Loong I,China,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0034,Wing Loong II,China,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0035,CH-4,China,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0036,CH-5,China,,Military,Heavy MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Long-endurance ISR / strike
SRC-0037,WZ-7 Soaring Dragon,China,,Military,HALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Strategic ISR
SRC-0038,WZ-8,China,,Military,High-speed reconnaissance UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Strategic ISR
SRC-0039,GJ-11 Sharp Sword,China,,Military,Flying-wing UCAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Low-observable strike
SRC-0040,TB-001 Twin-Tailed Scorpion,China,,Military,Twin-engine MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0041,ASN-209 / Silver Eagle,China,,Military,Tactical fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0042,Orion / Inokhodets,Russia,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0043,Forpost-R,Russia,,Military,Tactical/MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0044,Orlan-10,Russia,,Military,Small fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Artillery spotting / ISR
SRC-0045,Orlan-30,Russia,,Military,Small fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / laser designation
SRC-0046,ZALA Lancet,Russia,,Military,Loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Precision strike
SRC-0047,Kub-BLA,Russia,,Military,Loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Tactical strike
SRC-0048,S-70 Okhotnik-B,Russia,,Military,Heavy flying-wing UCAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Collaborative / strike
SRC-0049,Geran-2 / Shahed-136 derivative,Iran / Russia,,Military,One-way attack UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Long-range strike
SRC-0050,Shahed-129,Iran,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0051,Mohajer-6,Iran,,Military,Tactical/MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0052,Shahed-136,Iran,,Military,One-way attack UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Long-range strike
SRC-0053,Shahed-131,Iran,,Military,One-way attack UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Long-range strike
SRC-0054,Shahed-238,Iran,,Military,Jet-powered one-way attack UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,High-speed strike
SRC-0055,Ababil family,Iran,,Military,Tactical fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike variants
SRC-0056,Karrar,Iran,,Military,Jet target/strike UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Strike / target drone
SRC-0057,Ghatak / SWiFT demonstrator,India,,Military,Flying-wing UCAV demonstrator,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Technology development
SRC-0058,Rustom-II / TAPAS BH-201,India,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR development
SRC-0059,Archer-NG,India,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike development
SRC-0060,Nishant,India,,Military,Tactical fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0061,NewSpace BEL VUAV concepts,India,,Military,Swarm / tactical UAS,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Collaborative missions
SRC-0062,RQ-101 Songgolmae,South Korea,,Military,Tactical fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0063,KUS-FS,South Korea,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR development
SRC-0064,KUS-VH,South Korea,,Military,Unmanned helicopter,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Maritime / tactical ISR
SRC-0065,KUS-FC,South Korea,,Military,Low-observable UCAV concept,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Collaborative combat
SRC-0066,Watchkeeper WK450,United Kingdom,,Military,Tactical fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0067,Protector RG Mk1,United Kingdom,,Military,MQ-9B MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0068,Taranis demonstrator,United Kingdom,,Military,Flying-wing UCAV demonstrator,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Autonomy / low observability
SRC-0069,Eurodrone,European consortium,,Military,Twin-engine MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike development
SRC-0070,nEUROn,European consortium,,Military,Flying-wing UCAV demonstrator,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Low-observable technology
SRC-0071,SIRTAP,Spain / Colombia,,Military,Tactical MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR development
SRC-0072,Luna NG,Germany,,Military,Tactical fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0073,Patroller,France,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0074,Aarok,France,,Military,Heavy MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike development
SRC-0075,Aliaca,France,,Military,Mini fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Naval ISR
SRC-0076,Falco EVO,Italy,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0077,Falco Xplorer,Italy,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Persistent ISR
SRC-0078,Warmate,Poland,,Military,Loitering munition,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Tactical strike
SRC-0079,FlyEye,Poland,,Military,Mini fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0080,Gladius system,Poland,,Military,Loitering munition system,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Recon-strike
SRC-0081,PD-2,Ukraine,,Military,VTOL fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / targeting
SRC-0082,Leleka-100,Ukraine,,Military,Small fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / artillery spotting
SRC-0083,Shark,Ukraine,,Military,Small fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / targeting
SRC-0084,UJ-22 Airborne,Ukraine,,Military,Long-range fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Strike / ISR
SRC-0085,Bober,Ukraine,,Military,One-way attack UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Long-range strike
SRC-0086,AQ-400 Scythe,Ukraine,,Military,One-way attack UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Long-range strike
SRC-0087,Magura V5,Ukraine,,Military,Uncrewed surface vessel,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Maritime strike (included as adjacent unmanned system)
SRC-0088,Seeker 400,South Africa,,Military,Tactical/MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR
SRC-0089,Milkor 380,South Africa,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0090,Yabhon United 40,United Arab Emirates,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0091,QX-4 / QX-5 families,United Arab Emirates,,Military,Loitering / tactical UAS,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Strike / ISR
SRC-0092,Karayel,Turkiye / Saudi Arabia,,Military,Tactical MALE,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0093,Saqr-1,Saudi Arabia,,Military,MALE fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / strike
SRC-0094,Manta Ray,United States,,Military,Large autonomous UUV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Undersea mission (adjacent unmanned system)
SRC-0095,ScanEagle,United States,,Dual-use,Small fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / maritime surveillance
SRC-0096,Puma AE,United States,,Dual-use,Small hand-launched fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / mapping
SRC-0097,Orbiter family,Israel,,Dual-use,Small fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / mapping
SRC-0098,DJI Mavic 3 Enterprise,China,,Dual-use,Small multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Survey / inspection / public safety
SRC-0099,DJI Matrice 350 RTK,China,,Dual-use,Enterprise multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Inspection / mapping / emergency response
SRC-0100,DJI Matrice 400,China,,Dual-use,Enterprise multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Heavy sensor operations
SRC-0101,Autel EVO Max 4T,China,,Dual-use,Enterprise multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Inspection / public safety
SRC-0102,Netra V-series,India,,Dual-use,Small multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / public safety
SRC-0103,ideaForge SWITCH UAV,India,,Dual-use,VTOL fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Mapping / surveillance
SRC-0104,ideaForge NETRA V4+,India,,Dual-use,Quadrotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / inspection
SRC-0105,Malloy T150/T400,United Kingdom,,Dual-use,Cargo multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Resupply / logistics
SRC-0106,Alpha 900,Spain,,Dual-use,Unmanned helicopter,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Maritime / inspection
SRC-0107,Quantum Systems Vector,Germany,,Dual-use,VTOL fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / mapping
SRC-0108,AWHero,Italy,,Dual-use,Unmanned helicopter,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Maritime ISR / civil missions
SRC-0109,Parrot Anafi AI,France,,Dual-use,Enterprise quadrotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Mapping / inspection
SRC-0110,Parrot Anafi USA,France / United States,,Dual-use,Enterprise quadrotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Public safety / inspection
SRC-0111,Skydio X10,United States,,Dual-use,Autonomous quadrotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Inspection / public safety
SRC-0112,Skydio X2D,United States,,Dual-use,Autonomous quadrotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Defense / public safety
SRC-0113,Inspired Flight IF1200A,United States,,Dual-use,Heavy-lift multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Mapping / public safety
SRC-0114,Elroy Air Chaparral,United States,,Dual-use,Autonomous cargo VTOL,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Middle-mile logistics
SRC-0115,Beta ALIA,United States,,Dual-use,eVTOL/CTOL aircraft,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Cargo / passenger
SRC-0116,JOUAV CW-25E,China,,Dual-use,VTOL fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Survey / surveillance
SRC-0117,AeroVironment Quantix Recon,United States,,Dual-use,VTOL fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Mapping / reconnaissance
SRC-0118,AgEagle eBee VISION,United States / Switzerland,,Dual-use,Fixed-wing ISR UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Reconnaissance / mapping
SRC-0119,ACSL SOTEN,Japan,,Dual-use,Secure quadrotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Inspection / public safety
SRC-0120,Draganfly Commander 3 XL,Canada,,Dual-use,Multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Public safety / delivery
SRC-0121,Aeryon SkyRanger R70,Canada,,Dual-use,Quadrotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,ISR / public safety
SRC-0122,FIXAR 025,Latvia,,Dual-use,VTOL fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Mapping / delivery
SRC-0123,DJI Agras T50,China,,Civil,Agricultural multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Spraying / spreading
SRC-0124,DJI FlyCart 30,China,,Civil,Cargo multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Logistics / delivery
SRC-0125,EHang EH216-S,China,,Civil,Passenger eVTOL multicopter,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Urban air mobility
SRC-0126,Delair UX11,France,,Civil,Fixed-wing survey UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Mapping / photogrammetry
SRC-0127,WingtraOne GEN II,Switzerland,,Civil,VTOL fixed-wing,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Survey / mapping
SRC-0128,senseFly eBee X,Switzerland,,Civil,Fixed-wing survey UAV,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Mapping / agriculture
SRC-0129,Flyability Elios 3,Switzerland,,Civil,Caged indoor multirotor,Not specified,,,,Not collected,Curated UAV Seed 2026,Internal curated seed,2026-08-02,Curated; source review required,,,,,,,,,,,,,,Confined-space inspection
